Scientific Name,Status
"De rugstreeppad is een pioniersoort. Droge en losgrondige bodems die snel opwarmen. We vinden ze voornamelijk in duin- en heidegebieden, oude klei afgravingen, verlaten zandgroeven, met zand opgespoten terreinen in haven- en industriegebieden.",Only on Natuurpunt website
De ruige dwergvleermuis lijkt erg op de gewone dwergvleermuis maar is iets groter en grover gebouwd. In de zomer zijn ze vooral te vinden in Oost- en Midden-Europa waar ze hun kraamkolonies hebben.,Only on Natuurpunt website
De ruwe berk herken je aan de witte stam.,Only on Natuurpunt website
De ruwe haai is een zeldzame diepzeesoort met een opvallend hoekig lichaam en ruwe huid. Hij wordt af en toe in de Noordzee aangetroffen.,Only on Natuurpunt website
"De scherpe boterbloem is een kenmerkende bloem voor de late lente, met haar opvallende ronde, gele bloemblaadjes en lange, dunne stengels.",Only on Natuurpunt website
De sierlijke grauwe kiekendief is helaas een erg zeldzame broedvogel geworden in België. Doortrekkend wordt onze kleinste en slankste kiekendief iets vaker gezien.,Only on Natuurpunt website
"De sleedoorn is een stekelige, bladverliezende struik die al vroeg in het voorjaar bloeit met witte bloemen. In de herfst draagt hij opvallende blauwe bessen.",Only on Natuurpunt website
De smient is een middelgrote eend die opvalt door zijn kenmerkende fluitende roep. In de wintermaanden is deze soort in grote aantallen in Vlaanderen te zien.,Only on Natuurpunt website
De snorzweefvlieg is een opvallende en veelvoorkomende zweefvlieg. Met zijn geel-zwarte kleuren lijkt de soort oppervlakkig op een wesp. Net als alle zweefvliegen heeft ze geen angel en is ze dus ongevaarlijk.,Only on Natuurpunt website
De soort lijkt zo sterk op de Brandts vleermuis dat ze lange tijd als één soort werden beschouwd.,Only on Natuurpunt website
"De sperwer is een kleine, schuwe roofvogel die vaak uit het niets opduikt en een supersnelle aanval uitvoert op de vogels op en rond je voedertafel.",Only on Natuurpunt website
"De spreeuw is een luidruchtige, zwartglanzende vogel met een spitse snavel.",Only on Natuurpunt website
De staartmees lijkt op een pluizig bolletje wol met een aangeplakte staart. Deze schattige vogels trekken meestal in kleine familiegroepjes snel en rusteloos door de tuin.,Only on Natuurpunt website
"De tjiftjaf is een kleine, bruingroenige zangvogel. Hij zingt zijn eigen naam en is een typische lentebode.",Only on Natuurpunt website
"De torenvalk is een kleine roofvogel. Het vrouwtje is rosbruin met donkere vlekken, het mannetje is iets minder gevlekt en heeft grijze kop en staart",Only on Natuurpunt website
"De tuimelaar is een forse, grijs gekleurde dolfijn met een korte, stompe snuit met een 100-tal tanden. Midden op zijn rug heeft de tuimelaar een gebogen vin. Tuimelaars zijn de meest bekende dolfijnensoort door hun aanwezigheid in dolfinaria en televisieseries.",Only on Natuurpunt website
"De tuinfluiter is een egaal gruisbruine zangvogel, zonder echt uitgesproken kenmerken. Hij houdt zich vaak op in dichte vegetatie en laat zich moeilijk zien.",Only on Natuurpunt website
"De tweekleurige vleermuis is een middelgrote vleermuis die ook af en toe bij ons voorkomt, vooral in het najaar. De soort dankt zijn naam aan het grote kleurcontrast tussen de tweekleurige haren.",Only on Natuurpunt website
De vale vleermuis is onze  allergrootste inheemse soort. Je herkent hem tijdens het vliegen aan zijn trage vleugelslagen.,Only on Natuurpunt website
"De veldleeuwerik staat bekend om zijn zangvlucht. Hij vliegt al zingend naar grote hoogtes, vliegt daar even rond en daalt daarna fladderend af.",Only on Natuurpunt website
De velduil is een dagactieve uilensoort met een priemende blik. Toch moet je al geluk hebben om hem in Vlaanderen te spotten. Hij staat immers op de Vlaamse Rode Lijst als zeldzaam.,Only on Natuurpunt website
"De vink is met zijn grijsblauw petje, roestrode borst en witte vleugelstrepen een bekende tuinvogel. De zang eindigt (bij ons) vaak op suskewiet.",Only on Natuurpunt website
De vinpootsalamander is de kleinste inheemse watersalamander. Mannetjes zijn in de paartijd erg opvallend door hun draadstaartje en zwemvoetjes.,Only on Natuurpunt website
"De vleeskleurige orchis is een wilde orchidee met een rechte stengel, ongevlekte, smalle bladeren en een aar met lichtroze tot zalmkleurige bloemen met fijn getekende lip.",Only on Natuurpunt website
"De voshaai is een indrukwekkende haai met een opvallend lange staart. Het is een zeldzame bezoeker in onze Noordzee, en komt daar vooral in de zomermaanden.",Only on Natuurpunt website
"De vroedmeesterpad is een vrij kleine pad, ongeveer 5 cm lang, met korte poten. Deze pad heeft een grijze tot bruingrijze kleur en een wrattige huid. De ogen hebben een verticale pupil. Bij de vroedmeesterpadden staan de mannetjes in voor de broedzorg.",Only on Natuurpunt website
"De vuursalamander is een grote, stevige landsalamander met een unieke geelzwarte tekening. Hij is zeldzaam en leeft vooral in oude eiken-beukenbossen.",Only on Natuurpunt website
De watersnip is een mysterieuze weide- en moerasvogel die vaak moeilijk te spotten is door zijn perfecte schutkleur. Met zijn lange snavel zoekt hij in de modder naar voedsel.,Only on Natuurpunt website
De waterspreeuw is een zangvogel die alleen voorkomt bij water. Bij voorkeur bij snelstromend water en in gebieden met grote hoogteverschillen. De vogel zoekt zijn voedsel in het water en gaat daarbij vaak volledig kopje onder. De waterspreeuw is dan ook een uitstekende zwemmer.,Only on Natuurpunt website
"De wezel is het kleinste roofdier ter wereld, maar je moet hem niet onderschatten. Dit razendsnelle roofdiertje is een efficiënte jager die zich aanpast aan verschillende leefgebieden.",Only on Natuurpunt website
De wielewaal is een exotisch gekleurde trekvogel met een zeer melodieuze jubelzang.,Only on Natuurpunt website
De wintereik kan wel 700 jaar oud worden. Deze soort komt minder vaak voor dan de zomereik.,Only on Natuurpunt website
"De winterlinde is een elegante boom met kleine, hartvormige bladeren en geurige bloemen. Ze is zeer geliefd bij bijen en wordt vaak aangeplant in parken en lanen.",Only on Natuurpunt website
"De wintertaling is de kleinste Europese eend en een veel geziene wintergast in Vlaanderen. Met zijn opvallende kleuren en snelle, wendbare vlucht is hij een charmante verschijning in moerassen en ondiepe wateren.",Only on Natuurpunt website
"De witsnuitdolfijn is een middelgrote, zwaargebouwde dolfijn. Hij heeft een opvallend witte snuit en een hoge, sterk gebogen zwarte rugvin.",Only on Natuurpunt website
De witte klaver is een witte bloem met de kenmerkende drie blaadjes. En met wat geluk: een klavertje vier.,Only on Natuurpunt website
"De zanglijster is een bruine lijster met een gevlekte buik. Ze is vooral bekend om haar rijke, luide zang en haar voorkeur voor slakken.",Only on Natuurpunt website
"De zee-engel is een bijzondere haai met een afgeplat lichaam, dat hem doet denken aan een rog. Deze zeldzame soort leefde vroeger aan onze kust, maar is nu vrijwel verdwenen.",Only on Natuurpunt website
De zeearend is de grootste Europese arend. Sinds 2024 broedt hij in ons land.,Only on Natuurpunt website
De zomereik kan wel 1.000 jaar oud worden. Het hout is opvallend hard.,Only on Natuurpunt website
"De zomerlinde is een statige loofboom met hartvormige, grote bladeren en geurende bloemen die geliefd zijn bij bijen. Ze is typisch voor lanen, parken en dorpspleinen.",Only on Natuurpunt website
De zwarte els herken je aan de paarsachtig grijze tot roodbruine schors en de bijna horizontale zijtakken,Only on Natuurpunt website
"De zwarte mees is een kleine, onopvallende mees die zich vaak hoog in naaldbomen ophoudt. Soms wordt ons land in het najaar overspoeld door zwarte mezen.",Only on Natuurpunt website
"De zwarte ooievaar lijkt qua bouw op de witte ooievaar maar kop, nek en vleugels zijn zwart met een sterke metaalglans. Snavel en poten zijn rood. Het is een schuwe vogel die zich buiten de vogeltrek zelden buiten het bos of het moeras laat zien. Ook kleppert hij maar zelden met zijn snavel.",Only on Natuurpunt website
"De zwarthandboswolfspin is pas sinds het jaar 2000 een officiële soort. Dat komt omdat ze lang verward werd met een andere wolfspin, namelijk de zwartstaartboswolfspin.",Only on Natuurpunt website
De zwartkop is een muisgrijze zangvogel met een gitzwart ‘petje’. Vrouwtjes hebben een roodbruin petje. De zang is luid en zeer melodieus.,Only on Natuurpunt website
Decticus verrucivorus,Only on Natuurpunt website
"Degroene wespenorchis heeft groene, licht paarsige bloemen die vaak halfgesloten blijven. De plant oogt slank en bleekgroen.",Only on Natuurpunt website
Delichon urbicum,Only on Natuurpunt website
Dendrocoptes medius,Only on Natuurpunt website
Deze amaniet kreeg als bijnaam “blozer” omdat hij bij ouderdom en kneuzing snel een roze kleur krijgt. Hij is veel algemener dan de gelijkende soorten: grauwe en panteramaniet.,Only on Natuurpunt website
Deze dodelijke amaniet is gemakkelijk herkenbaar aan de witte plakjes die regelmatig over de hoed verspreid liggen. De hoedrand is gestreept en rond de steel hangt een rafelige ring.,Only on Natuurpunt website
Deze kleine zwaluwen zijn te vinden rond oevers zoals de naam al verklapt. Ze bouwen hun nesten in de steile wanden.,Only on Natuurpunt website
Deze lekkernij is een zeldzaamheid in Vlaanderen. Hij kan in symbiose leven met zowel loof- als naaldbomen op schrale bodem.,Only on Natuurpunt website
Deze ondergrondse wroeter met fluweelzachte zwarte vacht eet vooral regenwormen en is bekend om zijn (soms vervelende) molshopen. Zijn aanwezigheid wijst echter op een gezonde en vruchtbare bodem.,Only on Natuurpunt website
Deze trekvogels komen binnenkort terug,Only on Natuurpunt website
"De platte tonderzwam is net zoals de echte tonderzwam een kurkachtige, taaie, meerjarige zwakteparasiet. Dit laatste wil zeggen dat ze enkel reeds verzwakte bomen aantasten. Na hun dood verteren ze de bomen verder (witrotters) en leven dus voort als saprofyt of opruimer.",Only on Natuurpunt website
"Die kievit is met zijn kenmerkende roep, zijn acrobatische baltsvluchten en zijn fraaie kuif een opmerkelijke weide- en akkervogel.",Only on Natuurpunt website
"Dit zwammetje is maximum 1 cm groot, maar meestal in grote aantallen te zien op reeds ontschorst loofhout. Zo vervult dit zwammetje zijn rol als opruimer, het hele jaar door en wereldwijd.",Only on Natuurpunt website
Doe een gift,Only on Natuurpunt website
"Door de enorme afmetingen met geen enkele soort te verwarren. Vaak in weilanden te vinden, maar ook op voedselrijke plekken in bossen.",Only on Natuurpunt website
Drapetisca socialis,Only on Natuurpunt website
Dryobates minor,Only on Natuurpunt website
Dryocopus martius,Only on Natuurpunt website
"Duifkruid is een sierlijke, paarse wilde bloem die vooral voorkomt in kalkrijke graslanden. Met zijn snoezige paarse pomponachtige bloemen kleurt hij het landschap of je tuin.",Only on Natuurpunt website
"Duizendblad is een vaste plant met kenmerkende witte of lichtroze bloemen met fijne kantachtige bladeren. De bloemen bestaan uit verschillende, misschien wel duizenden kleine blaadjes.",Only on Natuurpunt website
Dysdera crocata,Only on Natuurpunt website
Echt judasoor,Only on Natuurpunt website
Echte hagedissen (Lacertidae),Only on Natuurpunt website
Echte hagedissen Lacertidae,Only on Natuurpunt website
Echte kikkers (Ranidae),Only on Natuurpunt website
Echte kopergroenzwam,Only on Natuurpunt website
Echte tonderzwam,Only on Natuurpunt website
Een glimworm die vaak over het hoofd wordt gezien. Met zijn unieke kenmerken en interessante levensstijl is dit een boeiend beestje voor natuurliefhebbers.,Only on Natuurpunt website
"Een oorspronkelijk zuidelijke spinnensoort die je bij ons vrijwel altijd in huis aantreft, is de grote trilspin. Deze extreem langbenige spin weeft een ietwat slordig web met niet-kleverige draden die kriskras door elkaar en in alle richtingen lopen.",Only on Natuurpunt website
Een opvallende roofvogel die bekend staat om zijn elegante vlucht en kenmerkende rode kleur.,Only on Natuurpunt website
Egretta garzetta,Only on Natuurpunt website
Eliomys quercinus,Only on Natuurpunt website
Emberiza calandra,Only on Natuurpunt website
Emberiza schoeniclus,Only on Natuurpunt website
English bluebell,Only on Natuurpunt website
Enoplognatha ovata,Only on Natuurpunt website
Entoloma incanum,Only on Natuurpunt website
Epidalea calamita,Only on Natuurpunt website
Epipactis helleborine,Only on Natuurpunt website
Epipactis palustris,Only on Natuurpunt website
Epipactis phyllanthes,Only on Natuurpunt website
Equus caballus caballus,Only on Natuurpunt website
Eresus sandaliatus,Only on Natuurpunt website
Ero furcata,Only on Natuurpunt website
Eupatorium cannabinum,Only on Natuurpunt website
Eurasian collared dove,Only on Natuurpunt website
Eurasian curlew,Only on Natuurpunt website
Eurasian lynx,Only on Natuurpunt website
Eurasian otter,Only on Natuurpunt website
Eurasian siskin,Only on Natuurpunt website
Eurasian skylark,Only on Natuurpunt website
Eurasian solomons seal,Only on Natuurpunt website
Eurasian wren,Only on Natuurpunt website
Euraziatische lynx,Only on Natuurpunt website
European badger,Only on Natuurpunt website
European crested tit,Only on Natuurpunt website
European goldfinch,Only on Natuurpunt website
European green woodpecker,Only on Natuurpunt website
European greenfinch,Only on Natuurpunt website
European hamster,Only on Natuurpunt website
European hare,Only on Natuurpunt website
European hedgehog,Only on Natuurpunt website
European hornet,Only on Natuurpunt website
European mole,Only on Natuurpunt website
European orchard bee,Only on Natuurpunt website
European pine marten,Only on Natuurpunt website
European polecat,Only on Natuurpunt website
European rabbit,Only on Natuurpunt website
European tree frog,Only on Natuurpunt website
Europese haas,Only on Natuurpunt website
Europese hoornaar,Only on Natuurpunt website
Falco columbarius,Only on Natuurpunt website
Falco subbuteo,Only on Natuurpunt website
Familie der gladneuzen (Vespertilionidae),Only on Natuurpunt website
Familie der gladneuzen - Vespertilionidae,Only on Natuurpunt website
Familie der hoefijzerneuzen  (Rhinolophidae),Only on Natuurpunt website
Felgekleurd klein vogeltje met gele borst en blauw petje,Only on Natuurpunt website
Felis silvestris,Only on Natuurpunt website
Feral horse,Only on Natuurpunt website
Ficedula hypoleuca,Only on Natuurpunt website
Fijnspar of gewone spar,Only on Natuurpunt website
Fire salamander,Only on Natuurpunt website
Fly agaric,Only on Natuurpunt website
Fomes fomentarius,Only on Natuurpunt website
Footer menu,Only on Natuurpunt website
Frangula alnus,Only on Natuurpunt website
Fringilla montifringilla,Only on Natuurpunt website
Galeorhinus galeus,Only on Natuurpunt website
Gallinago gallinago,Only on Natuurpunt website
Galloway cattle,Only on Natuurpunt website
Ganoderma lipsiense,Only on Natuurpunt website
Garden dormouse,Only on Natuurpunt website
Garden spider,Only on Natuurpunt website
Garullus glandarius,Only on Natuurpunt website
Geastrum triplex,Only on Natuurpunt website
Geel hoorntje,Only on Natuurpunt website
Geelwitte russula,Only on Natuurpunt website
Gehakkelde aurelia,Only on Natuurpunt website
Gehoornde metselbij,Only on Natuurpunt website
Gekraagde aardster,Only on Natuurpunt website
Gele aardappelbovist,Only on Natuurpunt website
Gele knolamaniet,Only on Natuurpunt website
Gele kwikstaart,Only on Natuurpunt website
Gele stekelzwam,Only on Natuurpunt website
Gele trilzwam,Only on Natuurpunt website
Germander speedwell,Only on Natuurpunt website
Geschubde inktzwam,Only on Natuurpunt website
Gestreept nestzwammetje,Only on Natuurpunt website
Gevlekt longkruid,Only on Natuurpunt website
Gevlekte aronskelk,Only on Natuurpunt website
Gevlekte gladde haai,Only on Natuurpunt website
Gevlekte orchis,Only on Natuurpunt website
Gevlekte rietorchis,Only on Natuurpunt website
Gevlekte ringslang,Only on Natuurpunt website
Gevorkte spinneneter,Only on Natuurpunt website
Gewone berkenboleet,Only on Natuurpunt website
Gewone beurszwam,Only on Natuurpunt website
Gewone bosmuis,Only on Natuurpunt website
Gewone bostrechterspin,Only on Natuurpunt website
Gewone brunel,Only on Natuurpunt website
"Gewone brunel is een laagblijvende, paarse bloeier die vaak voorkomt in gazons, bermen en graslanden. Ze wordt gewaardeerd als bodembedekker en geneeskrachtig kruid.",Only on Natuurpunt website
Gewone doolhofspin,Only on Natuurpunt website
Gewone dwergvleermuis,Only on Natuurpunt website
Gewone ereprijs,Only on Natuurpunt website
Gewone es,Only on Natuurpunt website
Gewone esdoorn,Only on Natuurpunt website
Gewone grootoorvleermuis,Only on Natuurpunt website
Gewone heksenboleet,Only on Natuurpunt website
Gewone huisspin,Only on Natuurpunt website
Gewone kameleonspin,Only on Natuurpunt website
Gewone krulzoom,Only on Natuurpunt website
Gewone margriet,Only on Natuurpunt website
Gewone morielje,Only on Natuurpunt website
Gewone oesterzwam,Only on Natuurpunt website
Gewone pad,Only on Natuurpunt website
Gewone rolklaver,Only on Natuurpunt website
Gewone salomonszegel,Only on Natuurpunt website
Gewone tandkaak,Only on Natuurpunt website
Gewone zeehond,Only on Natuurpunt website
Gewone zwavelkop,Only on Natuurpunt website
Gewoon biggenkruid,Only on Natuurpunt website
Gewoon elfenbankje,Only on Natuurpunt website
Gewoon elfenschermpje,Only on Natuurpunt website
Gewoon fluweelpootje,Only on Natuurpunt website
Gewoon speenkruid,Only on Natuurpunt website
Gewoon vuurzwammetje,Only on Natuurpunt website
"Gewoon vuurzwammetje is een kleine, felrode wasplaat met een geschubde hoed. Het is een indicator voor heischrale graslanden, voedselarme, zure bodems.",Only on Natuurpunt website
Gladde haaien (Triakidae),Only on Natuurpunt website
Gladde slang,Only on Natuurpunt website
Gladde slangen (Colubridae),Only on Natuurpunt website
Goat willow,Only on Natuurpunt website
Golden jackal,Only on Natuurpunt website
Grass snake,Only on Natuurpunt website
Grauwe amaniet,Only on Natuurpunt website
Grauwe gans,Only on Natuurpunt website
Grauwe gors,Only on Natuurpunt website
Grauwe kiekendief,Only on Natuurpunt website
Grauwe klauwier,Only on Natuurpunt website
Great green bush-cricket,Only on Natuurpunt website
Great spotted woodpecker,Only on Natuurpunt website
Great tit,Only on Natuurpunt website
Greater horseshoe bat,Only on Natuurpunt website
Greater mouse-eared bat,Only on Natuurpunt website
Green forest hoverfly,Only on Natuurpunt website
Grey long-eared bat,Only on Natuurpunt website
Grey seal,Only on Natuurpunt website
Grijze grootoorvleermuis,Only on Natuurpunt website
Grijze zeehond,Only on Natuurpunt website
Groeit erg snel en wordt daardoor vaak gebruikt voor houtverkoop,Only on Natuurpunt website
Groene knolamaniet,Only on Natuurpunt website
Groene nachtorchis,Only on Natuurpunt website
Groene specht,Only on Natuurpunt website
Groene wespenorchis,Only on Natuurpunt website
Grote bonte specht,Only on Natuurpunt website
Grote gele kwikstaart,Only on Natuurpunt website
Grote glimworm,Only on Natuurpunt website
Grote groene sabelsprinkhaan,Only on Natuurpunt website
Grote hoefijzerneus,Only on Natuurpunt website
Grote huisspin,Only on Natuurpunt website
Grote kaardenbol,Only on Natuurpunt website
Grote kaardespin,Only on Natuurpunt website
Grote keizerlibel,Only on Natuurpunt website
Grote keverorchis,Only on Natuurpunt website
Grote klaproos,Only on Natuurpunt website
Grote lijster,Only on Natuurpunt website
Grote muggenorchis,Only on Natuurpunt website
Grote oranje bekerzwam,Only on Natuurpunt website
Grote parasolzwam,Only on Natuurpunt website
Grote rosse vleermuis,Only on Natuurpunt website
Grote steatoda,Only on Natuurpunt website
Grote stinkzwam,Only on Natuurpunt website
Grote trilspin,Only on Natuurpunt website
Grote zilverreiger,Only on Natuurpunt website
Grove den,Only on Natuurpunt website
Grus grus,Only on Natuurpunt website
Gymnadenia conopsea,Only on Natuurpunt website
Haliaeetus albicilla,Only on Natuurpunt website
Halichoerus grypus,Only on Natuurpunt website
Harbor seal,Only on Natuurpunt website
Harbour porpoise,Only on Natuurpunt website
Hazel dormouse of common dormouse,Only on Natuurpunt website
Hazen en konijnen (Leporidae),Only on Natuurpunt website
Heath spotted-orchid,Only on Natuurpunt website
Help mee,Only on Natuurpunt website
Helvella crispa,Only on Natuurpunt website
Helvella hephippium,Only on Natuurpunt website
Helvella lacunosa,Only on Natuurpunt website
Hemelsleutel of sedum,Only on Natuurpunt website
Hericium erinaceus,Only on Natuurpunt website
Het bijbelse verhaal dat Judas zich ophing aan een Vlier heeft ervoor gezorgd dat deze oorvormige zwam die heel het jaar door voornamelijk op deze struik verschijnt zijn naam kreeg.,Only on Natuurpunt website
"Het edelhert is een groot hoefdier, met een rossige zomervacht en een grijsbruine wintervacht. Zijn staart is kort en de spiegel (een behaarde plek op het achterwerk) is geelbruin. Enkel de mannetjes hebben een gewei, dat in de nawinter wordt afgeworpen.",Only on Natuurpunt website
Het gallowayrund dankt zijn naam aan het gelijknamige graafschap in Schotland. Galloways worden vaak in natuurgebieden ingezet als grote grazers. Ze hebben weinig zorg nodig en zijn niet agressief.,Only on Natuurpunt website
"Het gevlekt longkruid draagt bloemen die aanvankelijk roodachtig zijn, maar later verkleuren naar paarsachtig blauw. Typisch zijn ook de vlakken op de bladeren.",Only on Natuurpunt website
Het hazenpootje is een kleine inktzwammetje met witte vlokken die bij ouderdom verdwijnen. Opruimer die vaak te zien is op houtsnippers.,Only on Natuurpunt website
"Het icarusblauwtje is vooral een graslandvlinder, die vrij algemeen voorkomt op bloemrijke plaatsen.",Only on Natuurpunt website
"Het is een boombegeleider die je veelal in loofbossen vindt. Vooral onder berk, den, eik of beuk op zure bodem.",Only on Natuurpunt website
"Het konikpaard komt oorspronkelijk uit Polen. Daar werd het gefokt als vervanger voor zijn uitgestorven voorvader, de tarpan. Konikpaarden worden gebruikt als wilde grazers in natuurgebieden. Aangezien de paarden in groep leven, houden ze in grote gebieden zonder problemen de vegetatie kort. Bovendien zijn ze sterker dan gedomesticeerde paarden en kunnen ze ook strenge winters aan.",Only on Natuurpunt website
"Het madeliefje is een echte klassieker in gras en komt vaak vanzelf in je tuin te staan. Het zijn typische kleine, witte bloempjes met een geel hartje.",Only on Natuurpunt website
"Het muizenoortje lijkt net als het biggenkruid op de paardenbloem. Ze heeft een gele bloem, maar ligt lager bij de grond.",Only on Natuurpunt website
"Het nonnetje is een kleine duikeend die vooral ’s winters in Vlaanderen te zien is. Het mannetje valt op door zijn prachtig zwart-witte verenkleed, het vrouwtje is grijzer en minder opvallend.",Only on Natuurpunt website
"Het ree is een middelgroot hoefdier met een rood- grijsbruine vacht. Het heeft opvallend grote oren, grote ogen, een zwarte neus en een witte kin. Mannelijke reeën dragen een eenvoudig gewei.",Only on Natuurpunt website
Het smelleken is de kleinste valkensoort en ook de kleinste Europese dagroofvogel.,Only on Natuurpunt website
Himantoglossum hircinum,Only on Natuurpunt website
Hippolais icterina,Only on Natuurpunt website
"Hondskruid is een wilde orchidee. Je herkent haar aan de kegelvormige bloeiwijze vol kleine, felroze bloemen op een rechtopstaande stengel met smalle bladeren.",Only on Natuurpunt website
Honey buzzard,Only on Natuurpunt website
Hoof fungus,Only on Natuurpunt website
House martin,Only on Natuurpunt website
House sparrow,Only on Natuurpunt website
Hydnum repandum,Only on Natuurpunt website
Hygrocybe conica,Only on Natuurpunt website
Hygrocybe miniata,Only on Natuurpunt website
Hygrocybe psittacina,Only on Natuurpunt website
Hygrolycosa rubrofasciata,Only on Natuurpunt website
Hyla arborea,Only on Natuurpunt website
Ibissen en lepelaars (Threskiornithidae),Only on Natuurpunt website
"Iedereen kent haar, want het is een opvallende en zeer algemene verschijning in onze tuinen: de kruisspin. Opvallen doet ze vooral door haar grote wielweb, dat meestal fijn en regelmatig wordt geweven.",Only on Natuurpunt website
In de kijker,Only on Natuurpunt website
Ingekorven vleermuis,Only on Natuurpunt website
Inocybe lilacina,Only on Natuurpunt website
Invasieve exoot,Only on Natuurpunt website
Invisible spider,Only on Natuurpunt website
"Kamille is een geurige, kruidachtige plant die bekend staat om haar geneeskrachtige eigenschappen.",Only on Natuurpunt website
"Kattenstaart is een lange, kleurrijke plant met in de zomer lange paarse bloemen die als een pluim in de lucht staan.",Only on Natuurpunt website
Kijk in de agenda,Only on Natuurpunt website
Kleine bonte specht,Only on Natuurpunt website
Kleine dwergvleermuis,Only on Natuurpunt website
Kleine glimworm,Only on Natuurpunt website
Kleine karekiet,Only on Natuurpunt website
Kleine rietgans,Only on Natuurpunt website
Kleine vos,Only on Natuurpunt website
Kleine watersalamander,Only on Natuurpunt website
Kleine zilverreiger,Only on Natuurpunt website
Kleverig koraalzwammetje,Only on Natuurpunt website
"Klimop is een groenblijvende klimplant. Klimop klampt zich vast met kleine hechtwortels aan bomen, schoorstenen, muren en alles wat hij kan vinden.",Only on Natuurpunt website
"Knoopkruid is een opvallende, paarse bloem die veel voorkomt in graslanden en bermen. Het is een echte insectenlokker en een vaste waarde in wilde bloemenmengsels.",Only on Natuurpunt website
"Koninginnekruid is een statige, vochtminnende plant met lilaroze bloemschermen. Het is een belangrijke nectarplant voor vlinders en bijen, vooral in natte graslanden en langs waterkanten.",Only on Natuurpunt website
"Koolmezen horen tot de talrijkste tuinvogels. Met hun gitzwart petje, witte wangen en citroengele buik, vormen ze een gemakkelijk herkenbare soort.",Only on Natuurpunt website
"Kraaien zijn grote, zwarte vogels die bekend staan om hun intelligentie, aanpassingsvermogen en om hun luide, harde ‘kras’.",Only on Natuurpunt website
Kruipend zenegroen,Only on Natuurpunt website
Kruipend zenegroen is een bodembedekkende vaste plant die bekend staat om zijn paarse bloemen en snel uitlopende stengels.,Only on Natuurpunt website
"Kruiptijm is de perfecte bodembedekker voor in jouw zanderige tuin. De plant heeft kleine blaadjes en roze, paarse bloemen.",Only on Natuurpunt website
Kwikstaarten en piepers (Motacillidae),Only on Natuurpunt website
Laetiporus sulphureus,Only on Natuurpunt website
Lagenorhynchus albirostris,Only on Natuurpunt website
Lamna nasus,Only on Natuurpunt website
Lamprohiza splendidula,Only on Natuurpunt website
Lampyris noctiluca,Only on Natuurpunt website
Langermannia gigantea,Only on Natuurpunt website
Lanius collurio,Only on Natuurpunt website
Large marsh grashopper,Only on Natuurpunt website
Least weasel,Only on Natuurpunt website
Leer vlinder herkennen,Only on Natuurpunt website
Lepista nuda,Only on Natuurpunt website
Lesser noctule,Only on Natuurpunt website
Levendbarende hagedis,Only on Natuurpunt website
Lila satijnvezelkop,Only on Natuurpunt website
Limosa limosa,Only on Natuurpunt website
Lissotriton helveticus,Only on Natuurpunt website
Lissotriton vulgaris,Only on Natuurpunt website
Little owl,Only on Natuurpunt website
Lophophanus cristatus,Only on Natuurpunt website
Luscinia megarhynchos,Only on Natuurpunt website
Luscinia svecica,Only on Natuurpunt website
Lutra lutra,Only on Natuurpunt website
Lycoperdon pyriforme,Only on Natuurpunt website
Lymantria dispar,Only on Natuurpunt website
Maak kennis met onze wilde bijen,Only on Natuurpunt website
Maniola jurtina,Only on Natuurpunt website
March marigold,Only on Natuurpunt website
Mareca penelope,Only on Natuurpunt website
Mareca strepera,Only on Natuurpunt website
Marpissa muscosa,Only on Natuurpunt website
Marsh frog,Only on Natuurpunt website
Martes martes,Only on Natuurpunt website
Meadow brown,Only on Natuurpunt website
Meadow buttercup,Only on Natuurpunt website
Meconema thalassinum,Only on Natuurpunt website
Meer vogels in je tuin? Bekijk de tuintips,Only on Natuurpunt website
Meer weten over dieren & planten,Only on Natuurpunt website
Meldingen en klachten,Only on Natuurpunt website
Melolontha melolontha,Only on Natuurpunt website
Mergellus albellus,Only on Natuurpunt website
Meripilus giganteus,Only on Natuurpunt website
Met geen andere spin kan je de wesp- of tijgerspin verwarren. De naam geeft prijs hoe de spin eruit ziet: met opvallende geel-wit-zwarte strepen.,Only on Natuurpunt website
"Met haar geurige bloemen en honingmerken, trekt de gevlekte rietorchis veel insecten aan.",Only on Natuurpunt website
Met haar grote oren is de kleine bosmuis de,Only on Natuurpunt website
Met zijn zadelvormige hoed en geribbelde steel is deze zwam goed herkenbaar. De Zwarte kluifzwam is iets minder opvallend en ook iets zeldzamer dan de Witte kluifzwam.,Only on Natuurpunt website
Middelste bonte specht,Only on Natuurpunt website
Milvus milvus,Only on Natuurpunt website
Mistle thrush,Only on Natuurpunt website
Misumena vatia,Only on Natuurpunt website
Moor frog,Only on Natuurpunt website
Motacilla cinerea,Only on Natuurpunt website
Motacilla flava,Only on Natuurpunt website
Muscardinus avellanarius,Only on Natuurpunt website
Mustela putorius,Only on Natuurpunt website
Mustelus asterias,Only on Natuurpunt website
Mycena pura,Only on Natuurpunt website
Mycena rosea,Only on Natuurpunt website
Myocastor coypus,Only on Natuurpunt website
Myodes glareolus,Only on Natuurpunt website
Myotis bechsteinii,Only on Natuurpunt website
Myotis brandti,Only on Natuurpunt website
Myotis dasycneme,Only on Natuurpunt website
Myotis daubentonii,Only on Natuurpunt website
Myotis emarginatus,Only on Natuurpunt website
Myotis myotis,Only on Natuurpunt website
Myotis mystacinus,Only on Natuurpunt website
